i,b,g,u,e,p,f,d,c,n
388514,Conifer Specialties Inc.,054467009403,g,393.0,10.71,5.36,3.6,71.43,TRADITIONAL CORNBREAD DRESSING MIX
388516,"Whole Foods Market, Inc.",099482447649,g,56.0,11.11,0.0,0.0,5.56,SHOYU SOY SAUCE
388517,"Whole Foods Market, Inc.",099482446635,g,88.0,19.3,1.75,0.0,0.0,TINY SHRIMP
388518,Sawatdee Corp.,890741000519,g,50.0,0.0,2.5,0.0,5.0,"THAI AND TRUE, GREEN CURRY PASTE"
388519,BELA,633600502324,g,218.0,20.0,16.36,0.0,0.0,LIGHTLY SMOKED PORTUGUESE SARDINES IN TOMATO SAUCE
388520,Sawatdee Corp.,890741000601,g,100.0,0.0,0.0,0.0,40.0,SARACHEE HOT SAUCE
388521,"Whole Foods Market, Inc.",099482448097,g,100.0,0.0,0.0,0.0,20.0,"365 EVERYDAY VALUE, ORGANIC TERIYAKI SAUCE"
388522,Sawatdee Corp.,890741000540,g,50.0,0.0,2.5,0.0,5.0,"THAI AND TRUE, MASSAMUM CURRY PASTE"
388523,"Whole Foods Market, Inc.",099482447632,g,59.0,11.76,0.0,0.0,5.88,"365 EVERYDAY VALUE, SHOYU SOY SAUCE"
388524,Steve's PaleoGoods,858201005221,g,71.0,0.0,0.0,0.0,14.29,SRIRACHA SAUCE
388526,HUYNHSLOUKAS LLC,868612000005,g,62.0,2.0,0.0,0.0,14.0,SRIRACHA HOT SAUCE
388527,"Whole Foods Market, Inc.",099482448103,g,100.0,0.0,0.0,0.0,26.67,"WHOLE FOODS MARKET, GENERAL ISO'S SAUCE"
388528,"Pacific Foods of Oregon, Inc.",052603094665,g,95.0,4.76,1.19,4.8,15.48,"PACIFIC, ORGANIC BURMESE TOFU, CHIPOTLE"
388529,"Whole Foods Market, Inc.",099482448080,g,100.0,0.0,0.0,0.0,20.0,SAUCE
388530,"Whole Foods Market, Inc.",099482416003,g,143.0,19.05,7.94,0.0,0.0,PINK ALASKAN WILD SALMON
388531,BELA,633600502348,g,236.0,21.82,16.36,0.0,0.0,LIGHTLY SMOKED PORTUGUESE SARDINES IN LEMON FLAVORED EXTRA VIRGIN OLIVE OIL
388535,"Whole Foods Market, Inc.",099482448066,g,167.0,6.67,6.67,0.0,20.0,PEANUT SAUCE
388536,HENRY & LISA'S,812410000217,g,95.0,18.82,2.35,0.0,0.0,NATURAL SEAFOOD WILD ALASKAN PINK SALMON
388538,"Edward & Sons Trading Co., Inc",043182000604,g,367.0,13.33,1.67,3.3,76.67,"EDWARD & SONS, ORGANIC PANKO JAPANESE STYLE BREADCRUMBS, ORIGINAL"
388540,Sky Valley Foods Inc.,896859000182,g,132.0,0.0,0.0,0.0,32.35,PLUM SAUCE
388541,Sawatdee Corp.,890741000533,g,50.0,0.0,2.5,0.0,5.0,"THAI AND TRUE, YELLOW CURRY PASTE"
388542,"Edward & Sons Trading Co., Inc",043182000598,g,367.0,13.33,3.33,3.3,73.33,ITALIAN HERBS ORGANIC BREADCRUMBS
388543,Sawatdee Corp.,890741000526,g,50.0,0.0,2.5,0.0,5.0,"THAI AND TRUE, RED CURRY PASTE"
388544,"Whole Foods Market, Inc.",099482450403,g,367.0,13.33,1.67,3.3,76.67,BREAD CRUMBS
388545,"Pacific Foods of Oregon, Inc.",052603094610,g,107.0,17.86,0.77,1.2,9.52,SEITAN
388546,"Whole Foods Market, Inc.",099482410711,g,56.0,11.11,0.0,0.0,5.56,SOY SAUCE
388547,CROWN PRINCE,073230008962,g,127.0,20.0,6.36,0.0,0.0,PINK SALMON
388548,"Rje Trade International, Inc.",748252520814,g,36.0,0.0,0.0,0.0,7.14,"CHEF BURK GOURMET SAUCES, SPICY ASIAN CHILI SAUCE"
388549,Sawatdee Corp.,890741000571,g,300.0,0.0,20.0,0.0,20.0,"THAI AND TRUE, CHILI OIL, HOT"
388550,"Whole Foods Market, Inc.",099482450397,g,333.0,13.33,1.67,10.0,60.0,"365 EVERYDAY VALUE, BREAD CRUMBS WHOLE WHEAT"
388551,"Schnuck Markets, Inc.",041318210651,g,594.0,21.88,46.88,6.2,25.0,CRUNCHY PEANUT BUTTER
388553,"Schnuck Markets, Inc.",041318210033,g,562.0,21.88,46.88,6.2,25.0,CREAMY PEANUT BUTTER
388554,"Schnuck Markets, Inc.",041318210040,g,562.0,21.88,46.88,6.2,25.0,CREAMY PEANUT BUTTER
388555,The Kroger Co.,011110744531,g,317.0,2.44,12.2,2.4,51.22,DESSERT TOPPING
388556,The Kroger Co.,011110096524,g,444.0,0.0,0.0,0.0,88.89,RAINBOW CAKE CUPS
388557,The Kroger Co.,011110096548,g,385.0,7.69,0.0,0.0,92.31,SUGAR CONES
388558,The Kroger Co.,011110096623,g,444.0,0.0,0.0,0.0,88.89,CAKE CUPS
388559,The Kroger Co.,011110762382,g,265.0,2.94,0.0,2.9,64.71,CHOCOLATE SYRUP
388562,"Delhaize America, Inc.",725439946148,g,139.0,5.56,0.0,0.0,33.33,TERIYAKI MARINADE
388564,Food Town Stores Inc.,035826087881,g,118.0,0.0,0.0,0.0,29.41,KETCHUP
388565,"Delhaize America, Inc.",725439952576,g,139.0,5.56,0.0,0.0,27.78,SWEET BOURBON MARINADE
388567,"Delhaize America, Inc.",725439945981,g,106.0,0.0,0.0,0.0,24.24,CARIBBEAN MANGO GRILLING SAUCE
388568,"Delhaize America, Inc.",725439300346,g,118.0,0.0,0.0,0.0,29.41,TOMATO KETCHUP
388569,The Kroger Co.,011110886354,g,714.0,7.14,75.0,7.1,14.29,DRY ROASTED MACADAMIA NUTS
388570,The Kroger Co.,011110732071,g,607.0,21.43,53.57,7.1,17.86,MIXED NUTS
388571,The Kroger Co.,011110885562,g,333.0,0.0,0.0,0.0,83.33,MARSHMALLOW CREME
388573,La Preferida Inc,071524165278,g,16.0,0.0,0.0,1.6,3.23,JALAPENO PEPPERS SLICED
388576,Stonewall Kitchen Ltd.,711381000441,g,100.0,0.0,0.0,0.0,20.0,CHAMPAGNE MUSTARD
388577,"Darigold, Inc.",026400803805,g,80.0,11.5,2.21,0.0,4.42,"DARIGOLD, COTTAGE CHEESE"
388578,Pastas Y Galletas De Tijuana S.A De C.V.,070952000045,g,357.0,12.5,0.89,1.8,73.21,MACARONI PRODUCT ELBOW
388579,The Kroger Co.,011110444455,g,71.0,13.27,0.0,0.0,4.42,FAT FREE COTTAGE CHEESE
388580,"Darigold, Inc.",026400171003,g,80.0,11.5,2.21,0.0,4.42,COTTAGE CHEESE
388582,The Kroger Co.,011110460707,g,200.0,3.33,16.67,0.0,6.67,ORIGINAL SOUR CREAM
388583,Auburn Dairy Products Inc.,011384160105,g,71.0,4.71,1.76,0.0,9.41,LOWFAT YOGURT
388584,The Napoleon Co.,041253110504,g,150.0,0.0,13.33,3.3,6.67,SWEET PEPPER TAPENADE
388586,Mi Costenita Food Dist.,714444001225,g,314.0,66.46,3.89,1.0,3.57,CAMARON SECO CON CASCARA
388587,Mi Costenita Food Dist.,714444001218,g,314.0,66.46,3.89,1.0,3.57,(GROUND SHRIMP)
388588,Pulmuone U.S.A. Inc.,753214700739,g,59.0,10.59,1.76,0.0,1.18,GOURMET TOFU
388589,ZOI,011384206438,g,59.0,6.47,0.0,0.0,7.65,"ZOI, GREEK YOGURT"
388590,"Food Match, Inc.",631723202411,g,233.0,0.0,23.33,0.0,0.0,GREEK OLIVE MIX
388591,"Darigold, Inc.",026400803706,g,97.0,11.5,4.42,0.0,4.42,"DARIGOLD, COTTAGE CHEESE"
388592,Wildly Delicious Preserve Co. Ltd.,621787021028,g,141.0,0.94,9.38,3.1,12.5,OVEN ROASTED TOMATO & BASIL BRUSCHETTA
388593,ORGANIC VALLEY,93965000528,g,393.0,25.0,32.14,0.0,0.0,BABY SWISS CHEESE
388594,The Kroger Co.,011110742902,g,268.0,2.44,0.0,0.0,68.29,DESSERT TOPPING
388595,La Preferida Inc,071524020331,g,56.0,0.8,0.8,1.6,8.8,WHOLE KERNEL CORN
388598,"Darigold, Inc.",026400802563,g,133.0,3.33,8.33,0.0,6.67,"DARIGOLD, PURE & SIMPLE LIGHT SOUR CREAM"
388600,Kensington & Sons LLC,850551005081,g,94.0,0.0,0.0,0.0,18.75,KETCHUP
388601,The Kroger Co.,011110879462,g,106.0,12.39,4.42,0.0,3.54,"SIMPLE TRUTH ORGANIC, SMALL CURD COTTAGE CHEESE"
388602,"Food Match, Inc.",631723202213,g,300.0,0.0,30.0,6.7,6.67,KALAMATA OLIVES
388606,"Darigold, Inc.",026400805359,g,200.0,3.33,20.0,0.0,6.67,"DARIGOLD, MEXICAN STYLE SOUR CREAM"
388609,"Western Family Foods, Inc.",015400191524,g,118.0,0.0,0.0,0.0,23.53,ORGANIC KETCHUP
388612,Pulmuone U.S.A. Inc.,753214700081,g,82.0,8.24,4.71,1.2,2.35,ORGANIC TOFU SOFT
388613,"Puget Sound Foods, Inc.",031215203795,g,92.0,1.54,0.0,3.1,21.54,WASABI COCKTAIL SAUCE
388614,The Kroger Co.,011110462350,g,200.0,3.33,16.67,0.0,6.67,ORIGINAL SOUR CREAM
388617,La Preferida Inc,071524170074,g,32.0,0.0,0.0,3.2,6.45,HOMESTYLE SAUCE
388618,YVES VEGGIE CUISINE,060822003078,g,157.0,23.53,1.96,2.0,11.76,VEGGEI HAM
388620,Pickled Planet LLC,886263000045,g,18.0,0.0,0.0,3.6,7.14,100% ORGANIC RAW SAUERKRAUT
388621,The Kroger Co.,011110462701,g,67.0,3.33,0.0,0.0,10.0,FAT FREE SOUR CREAM
388622,The Kroger Co.,011110890535,g,316.0,7.02,12.28,1.8,45.61,JUMBO BISCUITS BUTTERMILK
388624,Karam's,768339113579,g,614.0,21.43,50.0,7.1,21.43,AUTHENTIC TAHINI ESSENTIAL
388625,The Kroger Co.,011110879479,g,80.0,12.39,2.21,0.0,3.54,"SIMPLE TRUTH ORGANIC, ORGANIC LOWFAT COTTAGE CHEESE"
388626,"The Hain Celestial Group, Inc.",074873086324,g,33.0,0.0,0.0,0.0,6.67,ORGANIC UNSWEETENED KETCHUP
388628,The Kroger Co.,011110878922,g,124.0,6.19,4.42,0.4,15.49,AUSSIE STYLE YOGURT
388630,"Hampton Creek, Inc.",851889006733,g,714.0,0.0,71.43,0.0,7.14,SPREAD & DRESSING
388631,GOLDEN MOUNTAIN,066736666392,g,524.0,21.43,45.24,0.0,9.52,CHINESE STYLE SAUSAGE
388632,The Kroger Co.,011110846037,g,54.0,10.87,0.0,0.0,0.0,100% LIQUID EGG WHITES
388633,The Napoleon Co.,041253009235,g,219.0,0.0,18.75,0.0,6.25,PITTED GREEN OLIVES SLICED
388634,BEAVER,071828003030,g,250.0,0.0,0.0,0.0,33.33,PICKLE MUSTARD
388635,ZOI,011384206445,g,118.0,4.12,2.94,0.0,19.41,"ZOI, GREEK YOGURT, FRUIT ON THE BOTTOM, STRAWBERRY CREAM"
388636,"Puget Sound Foods, Inc.",031215923433,g,99.0,1.41,0.0,1.4,21.13,TASTY & CLASSIC COCKTAIL SAUCE
388638,Motherlode Provisions,852549003161,g,59.0,0.0,0.0,0.0,11.76,STEAK SAUCE
388639,"Food Match, Inc.",631723201025,g,233.0,0.0,23.33,6.7,6.67,ALL-NATURAL CASTELVETRANO OLIVES
388640,DAIYA,871459000022,g,321.0,3.57,21.43,3.6,25.0,CHEDDAR STYLE SHREDS
388641,The Kroger Co.,011110447609,g,97.0,10.62,3.98,0.0,4.42,"KROGER, SMALL CURD COTTAGE CHEESE"
388642,Minasso Serafino,081912221509,g,200.0,0.0,20.0,0.0,6.67,NICOISES OLIVES IN BRINE
388643,Tillamook County Creamery Association,072830702034,g,150.0,3.33,10.0,0.0,10.0,"TILLAMOOK, LOWFAT SOUR CREAM"
388646,The Kroger Co.,011110913425,g,101.0,10.13,5.06,1.3,2.53,ORGANIC TOFU EXTRA FIRM
388648,Stonewall Kitchen Ltd.,711381306413,g,150.0,0.0,0.0,5.0,30.0,TEQUILA LIME COCKTAIL SAUCE
388651,BEAVER,071828003047,g,200.0,0.0,0.0,0.0,20.0,EXTRA HOT SRIRACHA MUSTARD
388652,"Appel Farms, LLC",040817010021,g,82.0,10.0,2.73,0.0,4.55,QUARK SOFT CHEESE
388653,"Chobani, Inc.",818290013842,g,127.0,8.0,3.33,0.7,16.0,GREEK YOGURT
388655,Stonewall Kitchen Ltd.,711381317204,g,83.0,0.0,0.0,0.0,16.67,BALLPARK MUSTARD
388657,McSweet LLC,186756000089,g,67.0,0.0,0.0,0.0,13.33,PICKLED COCKTAIL ONIONS
388659,Cooperative Regions of Organic Producer Pools,093966001488,g,125.0,21.43,2.68,0.0,0.0,"ORGANIC PRAIRIE, ORGANIC ROAST BEEF"
388661,ZOI,011384232048,g,97.0,4.85,3.96,0.0,11.89,"ZOI, GREEK YOGURT, VANILLA"
388662,"Reser's Fine Foods, Inc.",071117001716,g,300.0,3.33,30.0,3.3,6.67,CREAMY RANCH DIP
388664,Penny's Salsa,749404608053,g,500.0,3.33,53.33,0.0,3.33,PENNY'S BLUE CHEESE DIP
388665,The Kroger Co.,011110879486,g,200.0,3.33,16.67,0.0,6.67,CULTURED SOUR CREAM
388666,"Figueroa Brothers, Inc.",736924501698,g,107.0,0.0,7.14,0.0,28.57,HABANERO KETCHUP BOLD & SPICY
388667,"Beaverton Foods, Inc.",071828002255,g,517.0,3.45,51.72,0.0,17.24,HONEY MUSTARD MAYONNAISE
388668,Wildly Delicious Preserve Co. Ltd.,621787022148,g,78.0,3.12,4.69,0.0,9.38,TOMATILLO & JALAPENO BRUSCHETTA
388669,Auburn Dairy Products Inc.,011384206452,g,94.0,4.71,4.12,0.0,12.35,GREEK YOGURT
388670,Cougar Mountain Baking Company,096343511075,g,393.0,3.57,12.5,0.0,67.86,SPICED MOLASSES-GINGER COOKIE DOUGH
388671,Springfield Creamery Inc.,043192315507,g,71.0,12.39,0.88,0.0,2.65,ORGANIC CULTURED COTTAGE CHEESE
388672,The Kroger Co.,011110460684,g,150.0,3.33,11.67,0.0,6.67,SOUR CREAM
388673,Cougar Mountain Baking Company,096343511013,g,429.0,3.57,16.07,3.6,67.86,COOKIE DOUGH ORIGINAL CHOCOLATE CHUNK
388675,The Kroger Co.,011110890344,g,341.0,4.55,11.36,2.3,52.27,CINNAMON ROLLS WITH ICING
388677,"Western Family Foods, Inc.",015400056397,g,118.0,0.0,0.0,0.0,23.53,KETCHUP
388679,The Kroger Co.,011110826817,g,316.0,7.02,12.28,1.8,45.61,FLAKY JUMBO BISCUITS
388682,"Darigold, Inc.",026400223009,g,200.0,3.33,16.67,0.0,3.33,SOUR CREAM
388683,The Kroger Co.,011110462374,g,200.0,3.33,20.0,0.0,6.67,SOUR CREAM WITH CHIVES
388684,The Kroger Co.,011110447005,g,97.0,10.62,4.42,0.0,4.42,COTTAGE CHEESE
388686,SWEET EARTH,016741633223,g,195.0,12.39,6.19,3.5,23.89,VEGGIE BURGER
388690,"Pulmuone Foods USA, Inc.",052334116513,g,117.0,6.67,0.0,6.7,23.33,ORGANIC 3-BEAN DIP
388691,"Turtle Island Foods, Inc.",025583006058,g,263.0,29.29,12.12,3.0,11.11,ARTISAN SAUSAGE
388692,"Chobani, Inc.",818290014955,g,84.0,8.4,1.26,2.5,11.76,"CHOBANI, SIMPLY 100, CRUNCH NON-FAT GREEK YOGURT, MANGO CONE CRISP"
388693,The Kroger Co.,011110878847,g,124.0,6.19,4.87,0.4,15.49,AUSSIE STYLE YOGURT
388694,"Beaubien Enterprises, Inc. (The Bread Dip Company)",703232729359,g,400.0,0.0,40.0,0.0,6.67,OLIVE & HERB ALL NATURAL BREAD SPREAD & DIP
388696,ZOI,011384206469,g,112.0,4.12,2.94,0.0,18.24,"ZOI, GREEK YOGURT, PEACH"
388697,The Napoleon Co.,041253009709,g,133.0,0.0,13.33,0.0,6.67,GREEK KALAMATA PITTED OLIVES
388698,Cooperative Regions of Organic Producer Pools,093966001594,g,107.0,23.21,0.0,0.0,0.0,"ORGANIC PRAIRIE, ORGANIC ROAST TURKEY BREAST"
388699,Cooperative Regions of Organic Producer Pools,093966302509,g,107.0,23.21,0.0,0.0,0.0,"ORGANIC PRAIRIE, ORGANIC SMOKED TURKEY BREAST"
388700,"Darigold, Inc.",026400189008,g,71.0,12.39,0.0,0.0,5.31,"DARIGOLD, FAT FREE COTTAGE CHEESE"
388701,"Ventura Foods, L.L.C.",00026700129155,g,200.0,3.33,16.67,0.0,6.67,FRENCH ONION DIP
388703,Penny's Salsa,749404301992,g,517.0,3.45,55.17,0.0,3.45,PENNY'S BACON ONION DIP
388705,The Kroger Co.,011110450432,g,80.0,10.62,2.21,0.0,3.54,"KROGER, SMALL CURD COTTAGE CHEESE"
388706,Cooperative Regions of Organic Producer Pools,093966001433,g,125.0,19.64,2.68,0.0,1.79,"ORGANIC PRAIRIE, ORGANIC HARDWOOD SMOKED UNCURED HAM"
388708,Restaurant Lulu Inc.,650658000077,g,233.0,3.33,20.0,3.3,10.0,ROMESCO SAUCE
388710,Krinos Foods Inc.,089156801112,g,107.0,0.0,10.71,0.0,7.14,HAND STUFFED JALAPENO OLIVES
388712,Cooperative Regions of Organic Producer Pools,093966306651,g,281.0,14.04,22.81,0.0,1.75,"ORGANIC PRAIRIE, ORGANIC UNCURED BEEF HOT DOGS"
388713,The Kroger Co.,00011110913418,g,89.0,8.86,3.8,1.3,2.53,TOFU FIRM
388717,Penny's Salsa,749404830614,g,321.0,7.14,21.43,7.1,21.43,PENNY'S GARLIC HUMMUS
388720,"THE HAIN CELESTIAL GROUP, INC.",060822008691,g,147.0,16.0,8.0,4.0,6.67,GLUTEN FREE VEGGIE BURGER
388722,MELINDA'S ,736924218442,g,107.0,0.0,7.14,0.0,28.57,KETCHUP
388724,"Urban Dreams Entertainment, Ltd",8027772800012,g,149.0,8.33,2.22,6.7,25.0,WHITE BEAN APPETIZER
388725,The Kroger Co.,011110890504,g,316.0,5.26,14.04,1.8,43.86,JUMBO BISCUITS BUTTERMILK
388726,"Robert Rothschild Farms, LLC",011246533559,g,300.0,3.33,26.67,0.0,10.0,LEMON DILL & CAPERS SAUCE
388727,Red Duck Foods Inc.,858638004019,g,100.0,0.0,0.0,0.0,20.0,ORGANIC CURRY KETCHUP
388730,Auburn Dairy Products Inc.,011384206476,g,112.0,4.12,2.94,0.0,18.82,GREEK YOGURT
388731,"Beaubien Enterprises, Inc. (The Bread Dip Company)",703232729366,g,300.0,0.0,33.33,0.0,6.67,ARTICHOKE & CAPER
388732,ZOI,011384206414,g,106.0,4.12,3.53,0.0,16.47,"ZOI, GREEK YOGURT FRUIT ON THE BOTTOM, BLUEBERRY"
388734,Auburn Dairy Products Inc.,011384160044,g,82.0,4.12,1.47,0.0,13.53,LACTOSE FREE-MADE WITH MILK
388736,Terrapin Ridge Farms LLC,619360005572,g,100.0,0.0,0.0,0.0,20.0,SMOKEY ONION MUSTARD
388737,"Danny Cash Unlimited, LLC",188628000579,g,33.0,0.0,0.0,0.0,13.33,HOT DOG SAUCE
388739,"Marukome USA.,Inc",892565002212,g,167.0,6.67,6.67,6.7,20.0,ALL NATURAL MISO
388740,"Wismettac Asian Foods, Inc.",074410620011,g,100.0,0.0,0.0,5.0,25.0,PICKLED SCALLION RAKKYO
388742,"Darigold, Inc.",026400171805,g,80.0,11.5,2.21,0.0,4.42,"DARIGOLD, COTTAGE CHEESE"
388744,"Turtle Island Foods, Inc.",025583668744,g,192.0,25.0,5.77,5.8,11.54,HICKORY SMOKED DELI SLICES
388745,"Robert Rothschild Farms, LLC",011246182559,g,400.0,0.0,30.0,0.0,20.0,LEMON WASABI SAUCE
388746,TUTTO CALABRIA,8004694173141,g,250.0,0.0,20.0,0.0,10.0,CALABRIAN CHILI PEPPERS
388749,Vitasoy USA Inc.,074326000143,g,49.0,4.4,2.2,0.0,1.1,TOFU
388750,The Kroger Co.,011110841339,g,323.0,4.04,10.1,1.0,52.53,JUMBO ROLLS WITH ICING
388754,The Kroger Co.,011110826794,g,357.0,7.14,17.86,0.0,42.86,CRESCENT DINNER ROLLS BUTTER
388756,"Chobani, Inc.",894700010021,g,73.0,8.67,0.0,0.0,10.0,NON-FAT GREEK YOGURT
388759,"Food Match, Inc.",631723202817,g,133.0,0.0,13.33,0.0,6.67,CRACKED GREEN OLIVES
388760,"Urban Dreams Entertainment, Ltd",8027772300017,g,250.0,3.57,21.43,3.6,7.14,TUSCAN ARTICHOKES
388761,The Kroger Co.,011110890573,g,357.0,3.57,16.07,0.0,42.86,CRESCENT DINNER ROLLS
388762,"Food Match, Inc.",631723212700,g,133.0,0.0,13.33,0.0,6.67,PITTED GREEN OLIVES
388763,Sable & Rosenfeld Foods Ltd.,069702300108,g,567.0,20.0,33.33,6.7,53.33,20 PARTY CUPS
388765,The Kroger Co.,011110806543,g,54.0,10.87,0.0,0.0,0.0,100% EGG WHITES
388766,"Turtle Island Foods, Inc.",025583004221,g,192.0,25.0,5.77,5.8,11.54,DELI SLICES PEPPERED
388767,"Boscoli Foods, Inc.",760661123516,g,280.0,0.0,24.0,4.0,20.0,OLIVE SALAD
388768,"Reser's Fine Foods, Inc.",071117002492,g,333.0,6.67,30.0,3.3,6.67,CHEESE & BACON DIP
388769,Red Duck Foods Inc.,858638004026,g,67.0,0.0,0.0,0.0,20.0,ORGANIC KETCHUP
388770,Stonewall Kitchen Ltd.,711381000137,g,100.0,0.0,0.0,0.0,20.0,HORSERADISH MUSTARD
388773,The Napoleon Co.,041253009211,g,200.0,0.0,20.0,0.0,6.67,EXTRA LARGE PITTED GREEN OLIVES
388774,Auburn Dairy Products Inc.,011384206421,g,141.0,4.12,8.24,0.0,14.12,HONEY
388777,Auburn Dairy Products Inc.,011384160051,g,82.0,4.12,1.47,0.0,14.12,LACTOSE FREE-MADE WITH MILK
388779,"Beaverton Foods, Inc.",071828002125,g,92.0,1.54,0.77,3.1,21.54,SEAFOOD COCKTAIL SAUCE
388780,"Wismettac Asian Foods, Inc.",074410832544,g,67.0,0.0,0.0,0.0,6.67,SWEET PICKLED GINGER
388782,"P.J. Lisac & Associates, Inc.",045296081326,g,225.0,25.0,10.71,3.6,7.14,SOY SATION
388783,Tillamook County Creamery Association,072830705066,g,200.0,3.33,16.67,0.0,6.67,"TILLAMOOK, PREMIUM SOUR CREAM"
388784,Pulmuone U.S.A. Inc.,753214700074,g,82.0,8.24,5.29,1.2,2.35,ORGANIC TOFU
388786,The Kroger Co.,011110877208,g,136.0,13.64,9.09,0.0,0.0,HARD COOKED & PEELED EGGS
388787,Tillamook County Creamery Association,072830702010,g,200.0,3.33,16.67,0.0,6.67,"TILLAMOOK, PREMIUM SOUR CREAM"
388788,Wildly Delicious Preserve Co. Ltd.,621787025002,g,94.0,4.06,7.81,0.0,6.25,BRUSCHETTA
388789,"Maya Kaimal Fine Indian Foods, LLC",891756000150,g,133.0,0.0,0.0,0.0,13.33,SPICY KETCHUP
388790,"Nulaid Foods, Inc.",071230333008,g,50.0,10.0,0.0,0.0,1.67,REDDIEGG
388791,ORGANIC VALLEY,93966113105,g,393.0,25.0,32.14,0.0,0.0,RAW MILD CHEDDAR CHEESE
388792,"Darigold, Inc.",026400171102,g,97.0,8.85,1.77,0.0,12.39,"DARIGOLD, 2% MILKFAT COTTAGE CHEESE, PINEAPPLE"
388793,"Food Match, Inc.",631723203104,g,250.0,0.0,25.0,10.0,10.0,KALAMATA OLIVE SPREAD
388795,The Kroger Co.,011110460806,g,200.0,3.33,16.67,0.0,6.67,SOURCE CREAM
388796,"Robert Rothschild Farms, LLC",011246223542,g,433.0,3.33,36.67,0.0,16.67,TOASTED GARLIC HORSERADISH DIP
388799,Mi Costenita Food Dist.,714444001317,g,282.0,10.71,7.14,21.4,50.0,ANCHO CHILI PODS
388800,Mi Costenita Food Dist.,714444001188,g,264.0,3.93,3.21,55.0,82.14,CINNAMON STICKS
388801,The Kroger Co.,011110096555,g,409.0,4.55,2.27,0.0,86.36,WAFFLE CONES
388802,Mi Costenita Food Dist.,714444001799,g,350.0,52.5,1.25,3.2,32.5,TEXTURIZED SOY PROTEIN
388804,La Preferida Inc,071524020393,g,28.0,0.8,0.0,0.8,5.6,MIXED VEGETABLES
388805,La Preferida Inc,071524017836,g,92.0,6.15,0.77,5.4,16.15,HABICHUELAS COLORADAS
388808,La Preferida Inc,071524164974,g,33.0,0.0,0.0,3.3,6.67,CHILES JALAPENOS
388810,Mi Costenita Food Dist.,714444001201,g,600.0,30.0,46.67,10.0,13.33,PEPITA NATURAL (HULLED PUMPKIN SEEDS)
388811,The Kroger Co.,011110909299,g,450.0,10.0,20.0,10.0,60.0,DRIED CRANBERRIES & TOASTED SLICED ALMONDS
388812,The Kroger Co.,011110764362,g,62.0,0.0,0.0,0.0,12.5,ZESTY ITALIAN
388813,The Kroger Co.,011110724991,g,448.0,0.0,48.28,0.0,0.0,GREEK DRESSING
388814,The Kroger Co.,011110762412,g,258.0,0.0,22.58,0.0,12.9,ZESTY ITALIAN DRESSING
388816,The Kroger Co.,011110909282,g,450.0,0.0,20.0,10.0,70.0,DRIED CRANBERRIES & HONEY ROASTED PECANS
388817,The Kroger Co.,011110007827,g,235.0,0.0,20.59,0.0,17.65,CLASSIC WHIP WHIPPED DRESSING
388818,The Kroger Co.,011110738127,g,448.0,3.45,48.28,0.0,6.9,THREE CHEESE RANCH
388819,The Kroger Co.,011110697394,g,500.0,3.33,50.0,0.0,6.67,CREAMY BUTTERMILK
388820,The Kroger Co.,011110669131,g,273.0,0.0,18.18,0.0,24.24,CALIFORNIA FRENCH DRESSING
388821,The Kroger Co.,011110851109,g,714.0,0.0,78.57,0.0,0.0,"KROGER, CLASSIC MAYO"
388822,The Kroger Co.,011110715920,g,333.0,0.0,33.33,0.0,3.33,"KROGER, OLIVE OIL & VINEGAR DRESSING"
388823,The Kroger Co.,011110024770,g,517.0,3.45,55.17,0.0,3.45,CHUNKY BLUE CHEESE DRESSING
388824,The Kroger Co.,011110007803,g,333.0,0.0,33.33,0.0,6.67,MAYO
388825,The Kroger Co.,011110019165,g,145.0,0.0,11.29,0.0,9.68,ITALIAN DRESSING
388826,The Kroger Co.,011110669124,g,433.0,3.33,46.67,0.0,6.67,DRESSING
388827,The Kroger Co.,011110734976,g,238.0,0.0,0.0,0.0,47.62,"KROGER, SALAD DRESSING & MARINADE MIX, ZESTY ITALIAN"
388828,Vitality Food Service Inc.,01161618,g,429.0,42.86,14.29,14.3,28.57,BAC'N BUDS
388829,The Kroger Co.,011110723826,g,400.0,3.33,43.33,0.0,3.33,RANCH WITH BACON
388830,The Kroger Co.,011110008626,g,607.0,21.43,53.57,7.1,17.86,"KROGER, SALTED MIXED NUTS"
388831,La Preferida Inc,071524154654,g,123.0,3.08,7.69,7.7,18.46,RED CHILE ENCHILADA SAUCE
388832,The Kroger Co.,011110091253,g,429.0,14.29,14.29,0.0,71.43,CHEESE & GARLIC CROUTONS
388833,The Kroger Co.,011110019141,g,714.0,0.0,78.57,0.0,7.14,MAYONNAISE
388834,The Kroger Co.,011110011138,g,188.0,0.0,9.38,0.0,21.88,RASPBERRY VINAIGRETTE
388835,The Kroger Co.,011110660893,g,516.0,0.0,45.16,0.0,22.58,POPYSEED DRESSING
388837,Herdez S.A.,072878505437,g,156.0,2.22,10.0,2.2,14.44,MOLE READY TO SERVE
388838,The Kroger Co.,011110763273,g,433.0,3.33,46.67,0.0,6.67,CREAMY RANCH DRESING
388839,The Kroger Co.,011110909237,g,429.0,0.0,21.43,0.0,57.14,TORTILLA STRIPS
388840,Interamerican Foods Corporation,029243000257,g,375.0,12.5,1.79,3.6,78.57,PASTA
388842,The Kroger Co.,011110734952,g,278.0,0.0,0.0,0.0,55.56,SALAD DRESSING & SEASONING MIX
